Trip ID,Destination,Trip Name,Description,Trip Category,Duration,Price Adult,Price Child,Included in Price,Not Included,Start Date,End Date,Available Spots,Tour Guide,Group Size,Meeting Point,Departure Time,Return Time,Rating,Reviews Count,Photo URL,Contact Email,Contact Phone,What to Bring,Trip Difficulty,Languages Available,Age Restrictions,Transportation Type,Meals Included,Cancellation Policy,Accessibility,Special Offers,Trip Schedule
TRIP013,Luxor,Sunrise Felucca Ride,"Experience the magic of dawn on a Sunrise Felucca Ride along the Nile River! Glide peacefully through the calm waters as the first light of day illuminates ancient temples and lush landscapes. With the gentle breeze and serene surroundings, it's the perfect way to start your day in Egypt. A truly peaceful and unforgettable experience!","Family, Couples, Indeviduals,Group",3 Hours,12,7,"Transportation, Guide, Equipment, Meals","Drinks, Shoping, Guide Tips,",3/1/2025,3/1/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,4:00 PM,4.7/8,48,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Moderate,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP014,Hurghada,Quad Biking Desert Safari,"Get ready for an adrenaline-packed Hurghada Quad Biking Desert Safari! Zoom through the vast, golden dunes on a powerful quad bike, exploring the stunning desert landscape. Feel the thrill of the ride as you visit traditional Bedouin camps, enjoy a delicious dinner, and watch a cultural show under the stars. An unforgettable adventure in the heart of the desert!","Family, Couples, Indeviduals,Group",4 Hours,15,10,"Transportation, Guide, Entrance Fees, Meals","Drinks, Shoping, Guide Tips,",3/2/2025,3/2/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,6:00 PM,4.5/8,49,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Easy,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP015,Hurghada,Glass-Bottom Boat Ride,"Set sail on a Hurghada Glass-Bottom Boat Ride for an unforgettable underwater adventure without getting wet! Glide over vibrant coral reefs and colorful marine life, all visible through the boat's transparent floor. ItÂs the perfect way to experience the beauty of the Red Sea in comfort and style. A must-do for nature lovers and explorers","Family, Couples, Indeviduals,Group",2 Hours,11,8,"Transportation, Guide, Equipment, Meals","Drinks, Shoping, Guide Tips,",3/1/2025,3/1/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,4:00 PM,4.7/8,50,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Moderate,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP016,Hurghada,Super Safari Trip,"Get ready for the ultimate adventure with the Super Safari Trip in Hurghada! Zoom across the desert on a quad bike, race through the dunes in a 4x4 jeep, and ride camels like a true desert explorer. Stop at a Bedouin village for some local vibes, enjoy a tasty BBQ dinner, and end the night with a thrilling cultural show. ItÂs the wildest ride youÂll ever have in the heart of the desert! Ride across the dunes on a quad bike, hop on a 4x4 jeep for a wild safari, and visit traditional Bedouin villages. Experience camel rides, enjoy a tasty dinner, and watch a vibrant cultural show under the starry desert sky. A full day of fun and excitement!","Family, Couples, Indeviduals,Group",6 Hours,18,12,"Transportation, Guide, Entrance Fees, Meals","Drinks, Shoping, Guide Tips,",3/2/2025,3/2/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,6:00 PM,4.5/8,51,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Easy,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP017,Hurghada,Day Trip to Luxor from Hurghada,"Embark on an epic Day Trip to Luxor from Hurghada and dive into Egypt's ancient wonders! Explore the awe-inspiring Valley of the Kings, walk through the grand Karnak Temple, and marvel at the stunning Luxor Temple. With a guided tour and breathtaking sights, itÂs a whirlwind adventure through history that you wonÂt forget!","Family, Couples, Indeviduals,Group",Full day,55,35,"Transportation, Guide, Equipment, Meals","Drinks, Shoping, Guide Tips,",3/1/2025,3/1/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,4:00 PM,4.7/9,52,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Moderate,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP018,Hurghada,Hurghada Dolphin Show,"Dive into fun at the Hurghada Dolphin Show! Watch these playful, intelligent dolphins perform incredible tricks and stunts that will leave you in awe. With vibrant underwater performances and exciting acrobatics, itÂs a splash of joy for all ages. Perfect for animal lovers and families looking for a memorable, high-energy experience!","Family, Couples, Indeviduals,Group",2 Hours,11,11,"Transportation, Guide, Entrance Fees, Meals","Drinks, Shoping, Guide Tips,",3/2/2025,3/2/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,6:00 PM,4.5/9,53,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Easy,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP019,Hurghada,Hurghada City Tour,"Discover the vibrant charm of Hurghada with a fun-filled Hurghada City Tour! Explore the bustling markets, stroll along the lively marina, and visit historic landmarks like the Mosque El Mina and Coptic Church. Immerse yourself in local culture, shop for unique souvenirs, and enjoy the perfect blend of history, culture, and seaside vibes!","Family, Couples, Indeviduals,Group",5 Hours,6,4,"Transportation, Guide, Equipment, Meals","Drinks, Shoping, Guide Tips,",3/1/2025,3/1/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,4:00 PM,4.7/9,54,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Moderate,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP020,Hurghada,Fishing Trip,"Set sail on an exciting Fishing Trip in Hurghada and reel in the catch of a lifetime! Enjoy a relaxing day on the crystal-clear waters of the Red Sea, with expert guides helping you catch a variety of fish. Whether you're a seasoned angler or a beginner, itÂs a perfect adventure for those looking to unwind and enjoy natureÂs beauty!","Family, Couples, Indeviduals,Group",6 Hours,11,6,"Transportation, Guide, Entrance Fees, Meals","Drinks, Shoping, Guide Tips,",3/2/2025,3/2/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,6:00 PM,4.5/9,55,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Easy,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP021,Hurghada,Scuba Diving Adventure,"Dive into an unforgettable Scuba Diving Adventure in the Red Sea! Explore vibrant coral reefs, swim with colorful fish, and discover hidden underwater treasures. Whether you're a beginner or an experienced diver, the crystal-clear waters offer an amazing world to explore. Get ready for an adventure like no other beneath the surface!","Family, Couples, Indeviduals,Group",6 Hours,18,15,"Transportation, Guide, Equipment, Meals","Drinks, Shoping, Guide Tips,",3/1/2025,3/1/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,4:00 PM,4.7/10,56,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Moderate,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, friday"
TRIP022,Hurghada,Giftun Island Snorkling,"Embark on a Giftun Island Snorkeling adventure, where crystal-clear waters reveal vibrant coral reefs and stunning marine life! Swim alongside colorful fish, playful dolphins, and maybe even a sea turtle as you explore the islandÂs underwater beauty. A perfect day for nature lovers and those looking to dive into the Red SeaÂs stunning aquatic world!","Family, Couples, Indeviduals,Group",8 Hours,15,12,"Transportation, Guide, Entrance Fees, Meals","Drinks, Shoping, Guide Tips,",3/2/2025,3/2/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,6:00 PM,4.5/10,57,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Easy,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP023,Hurghada,Mahmaya Island Snorkling,"Set off on an unforgettable Mahmaya Island Snorkeling trip, where the Red Sea crystal-clear waters are teeming with vibrant coral reefs and exotic marine life! Swim in serene lagoons, explore colorful underwater landscapes, and enjoy the islandÂs peaceful, pristine beauty. A perfect paradise for snorkelers seeking an idyllic and unforgettable aquatic experience!","Family, Couples, Indeviduals,Group",8 Hours,45,30,"Transportation, Guide, Equipment, Meals","Drinks, Shoping, Guide Tips,",3/1/2025,3/1/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,4:00 PM,4.7/10,58,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Moderate,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP024,Hurghada,Hurghada City Tour,Explore the underwater world of Sharm El Sheikh,"Family, Couples, Indeviduals,Group",6 Hours,6,3,"Transportation, Guide, Entrance Fees, Meals","Drinks, Shoping, Guide Tips,",3/2/2025,3/2/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,6:00 PM,4.5/10,59,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Easy,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP025,Hurghada,Day Trip to Cairo from Hurghada,"Take an unforgettable Day Trip to Cairo from Hurghada and step into the heart of ancient Egypt! Marvel at the iconic Pyramids of Giza, stand in awe of the Sphinx, and explore the fascinating treasures at the Egyptian Museum. With a knowledgeable guide, youÂll experience the wonders of Cairo in one thrilling, action-packed day!","Family, Couples, Indeviduals,Group",Full Day,55,35,"Transportation, Guide, Equipment, Meals","Drinks, Shoping, Guide Tips,",3/1/2025,3/1/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,4:00 PM,4.7/11,60,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Moderate,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP026,Sharm El Sheikh,Ras Mohammed National Park Tour,"Dive into the vibrant waters of Ras Mohammed National Park on an unforgettable snorkeling tour! Explore one of EgyptÂs top marine reserves, filled with stunning coral reefs, colorful fish, and crystal-clear waters. Swim through protected lagoons, and enjoy the breathtaking underwater beauty of this natural paradise. A must-do for snorkelers seeking an aquatic adventure like no other!","Family, Couples, Indeviduals,Group",8 Hours,22,11,"Transportation, Guide, Entrance Fees, Meals","Drinks, Shoping, Guide Tips,",3/2/2025,3/2/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,6:00 PM,4.5/11,61,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Easy,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP027,Sharm El Sheikh,Quad Biking Safari in the Desert,"Get ready for an adrenaline rush with the Sharm Quad Biking Safari in the Desert! Race through the golden dunes on a powerful quad bike, feel the thrill of the ride, and explore the vast desert landscape. Stop by a traditional Bedouin camp for a taste of local culture, enjoy a delicious meal, and end the day with a mesmerizing desert sunset. An action-packed adventure you wonÂt forget!","Family, Couples, Indeviduals,Group",4 Hours,18,9,"Transportation, Guide, Equipment, Meals","Drinks, Shoping, Guide Tips,",3/1/2025,3/1/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,4:00 PM,4.7/11,62,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Moderate,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP028,Sharm El Sheikh,Glass-Bottom Boat Ride,"Set sail on a Glass-Bottom Boat Ride in Sharm El Sheikh and discover the magical underwater world without getting wet! Glide over vibrant coral reefs and swim alongside colorful fish while enjoying the view through the boat's transparent floor. It's the perfect, relaxing way to experience the Red Sea's stunning marine life and crystal-clear waters!","Family, Couples, Indeviduals,Group",2 Hours,15,8,"Transportation, Guide, Entrance Fees, Meals","Drinks, Shoping, Guide Tips,",3/2/2025,3/2/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,6:00 PM,4.5/11,63,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Easy,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP029,Sharm El Sheikh,Sunset Desert Safari,"Experience the magic of the desert with a Sunset Desert Safari! Ride through the golden dunes on a quad bike or camel, and watch the sky transform into vibrant hues as the sun sets behind the mountains. Enjoy a traditional Bedouin dinner, live entertainment, and stargazing under the clear desert sky. A truly unforgettable adventure!","Family, Couples, Indeviduals,Group",4 Hours,15,8,"Transportation, Guide, Equipment, Meals","Drinks, Shoping, Guide Tips,",3/1/2025,3/1/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,4:00 PM,4.7/12,64,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Moderate,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,5% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP030,Sharm El Sheikh,Blue Hole Snorkeling Tour,"Dive into the crystal-clear waters on a Blue Hole Snorkeling Tour and explore one of the Red SeaÂs most famous dive spots! Swim through vibrant coral reefs, colorful fish, and unique marine life in this underwater paradise. Whether you're a beginner or an experienced snorkeler, this adventure offers an unforgettable aquatic experience. A must-see for all nature lovers and ocean explorers!","Family, Couples, Indeviduals,Group",Half Day,22,12,"Transportation, Guide, Entrance Fees, Meals","Drinks, Shoping, Guide Tips,",3/2/2025,3/2/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,6:00 PM,4.5/12,65,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Easy,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP031,Sharm El Sheikh,Tiran Island Boat Trip,"Set sail on an unforgettable Tiran Island Boat Trip, where the stunning beauty of the Red Sea meets adventure! Cruise to the picturesque island, stopping at top snorkeling spots to explore vibrant coral reefs and swim with tropical fish. Relax on the deck, soak up the sun, and enjoy a delicious lunch as you take in the breathtaking views. A perfect day on the water!","Family, Couples, Indeviduals,Group",8 Hours,18,11,"Transportation, Guide, Equipment, Meals","Drinks, Shoping, Guide Tips,",3/1/2025,3/1/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,4:00 PM,4.7/12,66,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Moderate,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, Thursdays"
TRIP032,Sharm El Sheikh,Camel Ride and Bedouin Dinner,"on a magical Camel Ride and Bedouin Dinner adventure through the desert! Ride a camel across the golden dunes, soak in the stunning desert landscape, and experience traditional Bedouin culture. End the evening with a delicious Bedouin-style dinner under the stars, complete with live music and entertainment. A perfect mix of adventure, culture, and relaxation!","Family, Couples, Indeviduals,Group",6 Hours,16,9,"Transportation, Guide, Entrance Fees, Meals","Drinks, Shoping, Guide Tips,",3/2/2025,3/2/2025,20,John Doe - Licensed Egyptologist,10-20 people,Hotel Lobby,9:00 AM,6:00 PM,4.5/12,67,Picture,info@egypttrips.com,+20 123 456 789,"towel,suncream, Cash, Walking shose",Easy,"English, French, German, Arabic, Russian., Polish,",2-70 Year Old,"Bus, Van, Boat","Lunch, Snacks",Free cancellation within 24 hours,Wheelchair accessible,10% off for groups of 4 or more,"Mondays , Tuesdays, friday"
