Trip ID,Destination,Trip Name,Description,Trip Category,Duration,Price Adult,Price Child,Included in Price,Not Included,Start Date,End Date,Available Spots,Tour Guide,Group Size,Meeting Point,Departure Time,Return Time,Rating,Reviews Count,Photo URL,Contact Email,Contact Phone,What to Bring,Trip Difficulty,Languages Available,Age Restrictions,Transportation Type,Meals Included,Cancellation Policy,Accessibility,Special Offers,Trip Schedule
Trip013,الاقصر,شروق الشمس فيلوكا ركوب,جرب سحر الفجر على ركوب شروق الشمس فيلوكا على طول نهر النيل! تنزلق بسلام عبر المياه الهادئة حيث يضيء النور الأول من اليوم المعابد القديمة والمناظر الطبيعية المورقة. مع النسيم اللطيف والمناطق المحيطة الهادئة ، إنها الطريقة المثالية لبدء يومك في مصر. تجربة سلمية لا تنسى حقا!,الأسرة ، الأزواج ، indeviduals ، مجموعة,3 ساعات,12,7,النقل ، الدليل ، المعدات ، وجبات الطعام,المشروبات ، التسوق ، نصائح توجيه ،,3/1/2025,3/1/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,4:00 مساءً,4.7/8,48,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,معتدل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,أيام الاثنين ، الثلاثاء ، الخميس
Trip014,الغردقه,ركوب الدراجات الرباعية في رحلات السفاري,احصل على استعداد للحصول على Safari Desert Safari Desert Quad المليء بالركوب الأدرينالين! قم بتكبير الكثبان الرملية الشاسعة والذهبية على دراجة رباعية قوية ، واستكشاف المناظر الطبيعية الصحراوية المذهلة. اشعر بالتشويق في الركوب أثناء زيارة معسكرات بدوين التقليدية ، واستمتع بعشاء لذيذ ، وشاهد عرضًا ثقافيًا تحت النجوم. مغامرة لا تنسى في قلب الصحراء!,الأسرة ، الأزواج ، indeviduals ، مجموعة,4 ساعات,15,10,النقل ، الدليل ، رسوم الدخول ، وجبات,المشروبات ، التسوق ، نصائح توجيه ،,3/2/2025,3/2/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,6:00 مساءً,4.5/8,49,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,سهل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,أيام الاثنين ، الثلاثاء ، الخميس
Trip015,الغردقه,ركوب القوارب الزجاجية,أبحر على ركوب قارب الزجاج من هورغادا لمغامرة لا تنسى تحت الماء دون أن تتبلل! تنزلق على الشعاب المرجانية النابضة بالحياة والحياة البحرية الملونة ، وكلها مرئية من خلال الأرضية الشفافة للقارب. إنها الطريقة المثالية لتجربة جمال البحر الأحمر في الراحة والأناقة. لا بد منه لمحبي الطبيعة والمستكشفين,الأسرة ، الأزواج ، indeviduals ، مجموعة,ساعاتين,11,8,النقل ، الدليل ، المعدات ، وجبات الطعام,المشروبات ، التسوق ، نصائح توجيه ،,3/1/2025,3/1/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,4:00 مساءً,4.7/8,50,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,معتدل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,أيام الاثنين ، الثلاثاء ، الخميس
Trip016,الغردقه,رحلة Super Safari,استعد للمغامرة النهائية مع رحلة Super Safari في Hurhada! التكبير عبر الصحراء على دراجة رباعية ، وسباق عبر الكثبان الرملية في سيارة جيب 4x4 ، وركوب الجمال مثل المستكشف الصحراوي الحقيقي. توقف عند قرية بدوين للحصول على بعض المشاعر المحلية ، واستمتع بعشاء شواء لذيذ ، وإنهاء الليل بعرض ثقافي مثير. إنها أعنف رحلة لديك في قلب الصحراء! قم بالركوب عبر الكثبان الرملية على دراجة رباعية ، وقفز على سيارة جيب 4x4 لحضور رحلات السفاري البرية ، وزيارة قرى بدوين التقليدية. جرب جمال الجمال ، واستمتع بعشاء لذيذ ، وشاهد عرضًا ثقافيًا نابضًا بالحياة تحت سماء الصحراء النجوم. يوم كامل من المرح والإثارة!,الأسرة ، الأزواج ، indeviduals ، مجموعة,6 ساعات,18,12,النقل ، الدليل ، رسوم الدخول ، وجبات,المشروبات ، التسوق ، نصائح توجيه ،,3/2/2025,3/2/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,6:00 مساءً,4.5/8,51,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,سهل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,أيام الاثنين ، الثلاثاء ، الخميس
Trip017,الغردقه,رحلة يومية إلى الكمور من هورغادا,الشروع في رحلة يومية ملحمية إلى الكمور من هورغادا والغوص في عجائب مصر القديمة! استكشف الوادي المذهل للملوك ، ويمشي عبر معبد Karnak Grand Karnak ، ويتعجب من معبد Luxor المذهل. مع جولة مرشدين ومشاهد خلابة ، إنها مغامرة زوبعة عبر التاريخ لن تنساها!,الأسرة ، الأزواج ، indeviduals ، مجموعة,يوم كامل,55,35,النقل ، الدليل ، المعدات ، وجبات الطعام,المشروبات ، التسوق ، نصائح توجيه ،,3/1/2025,3/1/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,4:00 مساءً,4.7/9,52,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,معتدل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,أيام الاثنين ، الثلاثاء ، الخميس
Trip018,الغردقه,عرض هورغادا دولفين,الغوص في متعة في عرض هورغادا دولفين! شاهد هذه الدلافين المرحة والذكية تؤدي حيلًا ومثيرة لا تصدق والتي ستتركك في رهبة. مع عروض نابضة بالحياة تحت الماء والبهلوانات المثيرة ، فإنه من الفرح لجميع الأعمار. مثالي لمحبي الحيوانات والعائلات التي تبحث عن تجربة لا تنسى وعالية الطاقة!,الأسرة ، الأزواج ، indeviduals ، مجموعة,ساعاتين,11,11,النقل ، الدليل ، رسوم الدخول ، وجبات,المشروبات ، التسوق ، نصائح توجيه ،,3/2/2025,3/2/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,6:00 مساءً,4.5/9,53,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,سهل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,أيام الاثنين ، الثلاثاء ، الخميس
Trip019,الغردقه,جولة مدينة هورغادا,اكتشف السحر النابض بالحياة من Hurhada بجولة في مدينة هورغادا المليئة بالمرح! استكشف الأسواق الصاخبة ، والتجول على طول المرسى الحيوي ، وزيارة المعالم التاريخية مثل المسجد El Mina وكنيسة القبطية. انغمس في الثقافة المحلية ، وتسوق للهدايا التذكارية الفريدة ، والتمتع بالمزيج المثالي من التاريخ والثقافة والمشاعر الساحلية!,الأسرة ، الأزواج ، indeviduals ، مجموعة,5 ساعات,6,4,النقل ، الدليل ، المعدات ، وجبات الطعام,المشروبات ، التسوق ، نصائح توجيه ،,3/1/2025,3/1/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,4:00 مساءً,4.7/9,54,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,معتدل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,أيام الاثنين ، الثلاثاء ، الخميس
Trip020,الغردقه,رحلة الصيد,أبحر في رحلة صيد مثيرة في هورغادا وبرة في صيد العمر! استمتع بيوم مريح على مياه البحر الحمراء البسيطة ، مع أدلة الخبراء تساعدك على التقاط مجموعة متنوعة من الأسماك. سواء كنت صيادًا محنكًا أو مبتدئًا ، فهي مغامرة مثالية لأولئك الذين يتطلعون إلى الاسترخاء والاستمتاع بجمال الطبيعة!,الأسرة ، الأزواج ، indeviduals ، مجموعة,6 ساعات,11,6,النقل ، الدليل ، رسوم الدخول ، وجبات,المشروبات ، التسوق ، نصائح توجيه ،,3/2/2025,3/2/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,6:00 مساءً,4.5/9,55,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,سهل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,أيام الاثنين ، الثلاثاء ، الخميس
Trip021,الغردقه,مغامرة الغوص,الغوص في مغامرة الغوص التي لا تنسى في البحر الأحمر! استكشف الشعاب المرجانية النابضة بالحياة ، والسباحة مع الأسماك الملونة ، واكتشاف كنوز خفية تحت الماء. سواء كنت مبتدئًا أو غواصًا متمرسًا ، فإن مياه الكريستال واضحة تقدم عالمًا رائعًا لاستكشافه. استعد لمغامرة لا مثيل لها تحت السطح!,الأسرة ، الأزواج ، indeviduals ، مجموعة,6 ساعات,18,15,النقل ، الدليل ، المعدات ، وجبات الطعام,المشروبات ، التسوق ، نصائح توجيه ،,3/1/2025,3/1/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,4:00 مساءً,4.7/10,56,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,معتدل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,الاثنين ، الثلاثاء ، الجمعة
Trip022,الغردقه,هدايا جزيرة الغوص,الشروع في مغامرة غطس جزيرة هدايا ، حيث تكشف مياه الكريستال واضحة عن الشعاب المرجانية النابضة بالحياة والحياة البحرية المذهلة! تسبح بجانب الأسماك الملونة ، والدلافين المرحة ، وربما حتى السلاحف البحرية أثناء استكشاف جمال الجزيرة تحت الماء. يوم مثالي لمحبي الطبيعة وأولئك الذين يتطلعون إلى الغوص في العالم المائي المذهل للبحر الأحمر!,الأسرة ، الأزواج ، indeviduals ، مجموعة,8 ساعات,15,12,النقل ، الدليل ، رسوم الدخول ، وجبات,المشروبات ، التسوق ، نصائح توجيه ،,3/2/2025,3/2/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,6:00 مساءً,4.5/10,57,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,سهل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,أيام الاثنين ، الثلاثاء ، الخميس
Trip023,الغردقه,Mahmaya Island Snorkeling,انطلقت في رحلة غطس جزيرة Mahmaya التي لا تنسى ، حيث تعج المياه الكريستالية في البحر الأحمر مع الشعاب المرجانية النابضة بالحياة والحياة البحرية الغريبة! السباحة في البحيرات الهادئة ، واستكشف المناظر الطبيعية الملونة تحت الماء ، واستمتع بجمال الجزيرة الهادئ البكر. جنة مثالية للغطس الذين يبحثون عن تجربة مائية شاعرية لا تنسى!,الأسرة ، الأزواج ، indeviduals ، مجموعة,8 ساعات,45,30,النقل ، الدليل ، المعدات ، وجبات الطعام,المشروبات ، التسوق ، نصائح توجيه ،,3/1/2025,3/1/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,4:00 مساءً,4.7/10,58,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,معتدل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,أيام الاثنين ، الثلاثاء ، الخميس
Trip024,الغردقه,جولة مدينة هورغادا,استكشف عالم Sharm El Sheikh تحت الماء,الأسرة ، الأزواج ، indeviduals ، مجموعة,6 ساعات,6,3,النقل ، الدليل ، رسوم الدخول ، وجبات,المشروبات ، التسوق ، نصائح توجيه ،,3/2/2025,3/2/2025,20,جون دو - عالم المصريات المرخص,10-20 الناس,ردهة الفندق,9:00 صباحا,6:00 مساءً,4.5/10,59,صورة,info@egypttrips.com,+20 123 456 789,منشفة ، أشعة الشمس ، نقدًا ، مشى المشي,سهل,الإنجليزية ، الفرنسية ، الألمانية ، العربية ، الروسية ، البولندية ،,2-70 سنة,حافلة ، من القارب,الغداء ، الوجبات الخفيفة,الإلغاء المجاني في غضون 24 ساعة,كرسي متحرك يمكن الوصول إليه,خصم 10 ٪ على مجموعات من 4 أو أكثر,أيام الاثنين ، الثلاثاء ، الخميس
